date,Appliances_E_Wh,Lights_E_Wh,Avg_T_in,Avg_H_in,Avg_T_out,Avg_H_out,Press_out,Windspeed,Visibility
2016-01-11 17:00:00,4.0943445622221,30,18.435,46.74250000000001,6.30888888888889,60.51888888888891,733.5,7.0,63.0
2016-01-11 17:10:00,4.0943445622221,30,18.439166666666672,46.672708333333325,6.17222222222222,60.42111111111109,733.6,6.66666666666667,59.16666666666669
2016-01-11 17:20:00,3.912023005428146,30,18.421666666666674,46.562916666666666,6.00888888888889,60.085555555555565,733.7,6.3333333333333295,55.33333333333329
2016-01-11 17:30:00,3.912023005428146,40,18.396250000000002,46.46875,5.894444444444443,60.141111111111094,733.7999999999998,6.0,51.5
2016-01-11 17:40:00,4.0943445622221,40,18.40875,46.46291666666666,5.8,60.59777777777777,733.9,5.66666666666667,47.66666666666669
2016-01-11 17:50:00,3.912023005428146,40,18.392083333333325,46.419999999999995,5.705555555555557,60.855555555555576,734.0,5.3333333333333295,43.83333333333329
2016-01-11 18:00:00,4.0943445622221,50,18.387916666666662,46.37541666666667,5.62111111111111,60.93,734.1,5.0,40.0
2016-01-11 18:10:00,4.0943445622221,50,18.372083333333336,46.35041666666667,5.596666666666667,60.97999999999998,734.1666666666669,5.16666666666667,40.0
2016-01-11 18:20:00,4.0943445622221,40,18.380416666666676,46.361354166666665,5.574444444444443,61.18666666666669,734.233333333333,5.3333333333333295,40.0
2016-01-11 18:30:00,4.248495242049359,40,18.39583333333334,46.47875,5.596666666666667,61.2588888888889,734.2999999999998,5.5,40.0
2016-01-11 18:40:00,5.438079308923196,70,18.426354166666673,46.64885416666667,5.596666666666667,61.27777777777777,734.366666666667,5.66666666666667,40.0
2016-01-11 18:50:00,6.363028103540465,60,18.483750000000008,46.90500000000001,5.574444444444443,61.25888888888889,734.4333333333329,5.8333333333333295,40.0
2016-01-11 19:00:00,6.063785208687608,50,18.56791666666666,47.26208333333333,5.574444444444443,61.39666666666667,734.5,6.0,40.0
2016-01-11 19:10:00,5.521460917862246,40,18.60833333333332,48.232499999999995,5.528055555555556,61.077222222222225,734.616666666667,6.0,40.0
2016-01-11 19:20:00,4.605170185988092,10,18.67125,49.19020833333332,5.444444444444443,60.863333333333344,734.733333333333,6.0,40.0
2016-01-11 19:30:00,4.605170185988092,10,18.722499999999997,49.13781250000001,5.383333333333333,60.7388888888889,734.85,6.0,40.0
2016-01-11 19:40:00,4.499809670330265,10,18.758750000000013,49.03125000000001,5.331111111111113,60.47555555555555,734.966666666667,6.0,40.0
2016-01-11 19:50:00,4.248495242049359,30,18.786666666666676,49.138020833333336,5.236666666666667,59.99444444444444,735.0833333333329,6.0,40.0
2016-01-11 20:00:00,4.382026634673881,30,18.81791666666666,48.74583333333332,5.144444444444443,59.62,735.2,6.0,40.0
2016-01-11 20:10:00,4.941642422609304,40,18.879999999999995,50.22999999999999,5.133333333333333,59.787777777777755,735.233333333333,6.0,40.0
2016-01-11 20:20:00,4.787491742782046,20,18.96479166666667,51.01166666666667,5.166666666666667,59.74333333333335,735.266666666667,6.0,40.0
2016-01-11 20:30:00,5.247024072160486,40,18.95375,50.887500000000024,5.166666666666667,59.48555555555557,735.2999999999998,6.0,40.0
2016-01-11 20:40:00,4.700480365792417,40,18.989999999999988,50.79916666666666,5.1755555555555555,59.287777777777755,735.3333333333329,6.0,40.0
2016-01-11 20:50:00,4.700480365792417,40,19.03958333333334,50.45958333333333,5.1855555555555535,59.143333333333345,735.366666666667,6.0,40.0
2016-01-11 21:00:00,4.700480365792417,30,19.09333333333334,50.76166666666665,5.221111111111109,58.98777777777776,735.4,6.0,40.0
2016-01-11 21:10:00,4.700480365792417,20,19.19791666666667,50.646666666666654,5.152222222222224,58.874444444444464,735.466666666667,6.0,40.0
2016-01-11 21:20:00,4.605170185988092,30,19.23416666666666,49.23041666666666,5.076666666666667,58.96555555555555,735.533333333333,6.0,40.0
2016-01-11 21:30:00,4.605170185988092,20,19.297916666666673,48.127916666666664,5.01111111111111,59.2088888888889,735.6,6.0,40.0
2016-01-11 21:40:00,4.605170185988092,20,19.32291666666668,47.70791666666666,5.000000000000001,59.344444444444456,735.6666666666669,6.0,40.0
2016-01-11 21:50:00,4.605170185988092,20,19.378124999999997,47.389583333333334,4.996666666666666,59.344444444444434,735.733333333333,6.0,40.0
2016-01-11 22:00:00,4.700480365792417,20,19.40166666666666,47.04249999999999,4.963333333333334,59.34166666666666,735.7999999999998,6.0,40.0
2016-01-11 22:10:00,5.991464547107982,20,19.419166666666662,46.70458333333332,5.00777777777778,59.25888888888889,735.8833333333331,6.16666666666667,40.0
2016-01-11 22:20:00,5.991464547107982,20,19.482083333333335,46.55,5.088888888888886,59.05555555555557,735.966666666667,6.3333333333333295,40.0
2016-01-11 22:30:00,5.966146739123692,30,19.548541666666658,46.31229166666666,5.133333333333334,58.7611111111111,736.0499999999998,6.5,40.0
2016-01-11 22:40:00,5.480638923341991,20,19.60625,46.143333333333324,5.188888888888891,58.40888888888889,736.1333333333331,6.66666666666667,40.0
2016-01-11 22:50:00,4.0943445622221,20,19.64989583333334,46.049583333333345,5.2111111111111095,58.33666666666667,736.216666666667,6.8333333333333295,40.0
2016-01-11 23:00:00,4.0943445622221,20,19.677604166666676,45.97270833333334,5.222222222222224,58.53000000000001,736.2999999999998,7.0,40.0
2016-01-11 23:10:00,4.0943445622221,20,19.66166666666666,46.112500000000004,5.183333333333333,59.093333333333334,736.4,6.8333333333333295,37.0
2016-01-11 23:20:00,3.912023005428146,10,19.64041666666666,46.19791666666664,5.12111111111111,59.608888888888906,736.5,6.66666666666667,34.0
2016-01-11 23:30:00,4.248495242049359,20,19.606458333333336,46.313437499999985,5.057777777777776,60.01444444444443,736.6,6.5,31.0
2016-01-11 23:40:00,4.0943445622221,20,19.585,46.39104166666666,5.03,60.60999999999999,736.7,6.3333333333333295,28.0
2016-01-11 23:50:00,3.688879454113936,20,19.536250000000003,46.44375,5.013333333333333,61.0377777777778,736.7999999999998,6.16666666666667,25.0
2016-01-12 00:00:00,3.688879454113936,10,19.52416666666666,46.50374999999998,4.996666666666667,61.57777777777776,736.9,6.0,22.0
2016-01-12 00:10:00,3.4011973816621555,20,19.50125,46.634166666666665,4.954444444444447,61.69777777777779,737.0,6.0,25.0
2016-01-12 00:20:00,3.688879454113936,20,19.478749999999998,46.72374999999999,4.93222222222222,61.81111111111111,737.1,6.0,28.0
2016-01-12 00:30:00,3.912023005428146,20,19.46208333333334,46.86708333333332,4.91,61.73111111111111,737.2,6.0,31.0
2016-01-12 00:40:00,5.736572297479192,10,19.437083333333334,46.92375,4.844444444444446,61.78888888888889,737.2999999999998,6.0,34.0
2016-01-12 00:50:00,5.940171252720432,20,19.416250000000012,46.990416666666675,4.755555555555553,61.64111111111111,737.4,6.0,37.0
2016-01-12 01:00:00,5.940171252720432,20,19.42979166666666,47.0584375,4.622222222222223,61.65444444444443,737.5,6.0,40.0
2016-01-12 01:10:00,5.91350300563827,20,19.465416666666663,47.12583333333334,4.655555555555558,62.358888888888885,737.6333333333331,5.8333333333333295,40.0
2016-01-12 01:20:00,4.787491742782046,10,19.499583333333334,47.2125,4.688888888888886,62.45555555555554,737.766666666667,5.66666666666667,40.0
2016-01-12 01:30:00,3.912023005428146,0,19.530416666666675,47.2575,4.655555555555556,62.40333333333333,737.9,5.5,40.0
